Best Price,Best House,Make,Model,Detail,Size(s),Part ID,National,Spec Make,Texas Plumbing Supply,Spec Make,Ferguson,Spec Make,Reece,Spec Make,Winston Water Cooler,Spec Make,Texas Wholesale,Spec Make,PlumbingSupply.com,Spec Make,Moore Supply,Spec Make,Hughes Supply,Spec Make,Bruh,Winsupply,Spec Make,Other,Column 1,HIDDEN COLUMN FOR TWP CODES
$1.67 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK ST 90 (MF),"1/2""",B12S90,,,,,,,,,,,$1.67 ,,,,,,,,,,,,,1/2 BLACK ST 90 (MF)
$1.63 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK ST 90 (MF),"3/4""",B34S90,,,,,,,,,,,$1.63 ,,,,,,,,,,,,,3/4 BLACK ST 90 (MF)
$2.34 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK ST 90 (MF),"1""",B1S90,,,,,,,,,,,$2.34 ,,,,,,,,,,,,,1 BLACK ST 90 (MF)
$3.58 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK ST 90 (MF),"1-1/4""",B114S90,,,,,,,,,,,$3.58 ,,,,,,,,,,,,,1 1/4 BLACK ST 90 (MF)
$4.77 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK ST 90 (MF),"1-1/2""",B112S90,,,,,,,,,,,$4.77 ,,,,,,,,,,,,,1 1/2 BLACK ST 90 (MF)
$7.74 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK ST 90 (MF),"2""",B2S90,,,,,,,,,,,$7.74 ,,,,,,,,,,,,,2 BLACK ST 90 (MF)
$1.06 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1/2""",B12T,,,,,,,,,,,$1.06 ,,,,,,,,,,,,,1/2 BLACK TEE
$1.49 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""",B34T,,,,,,,,,,,$1.49 ,,,,,,,,,,,,,3/4 BLACK TEE
$2.63 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""",B1T,,,,,,,,,,,$2.63 ,,,,,,,,,,,,,1 BLACK TEE
$2.61 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""",B114T,,,,,,,,,,,$2.61 ,,,,,,,,,,,,,1 1/4 BLACK TEE
$5.31 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""",B112T,,,,,,,,,,,$5.31 ,,,,,,,,,,,,,1 1/2 BLACK TEE
$9.01 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""",B2T,,,,,,,,,,,$9.01 ,,,,,,,,,,,,,2 BLACK TEE
$2.28 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1/2""x1/2""x1""",B12121T,,,,,,,,,,,$2.28 ,,,,,,,,,,,,,1/2 X 1/2 X 1 BLACK TEE
$1.36 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1/2""x1/2""x3/4""",B121234T,,,,,,,,,,,$1.36 ,,,,,,,,,,,,,1/2 X 1/2 X 3/4 BLACK TEE
$1.13 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1/2""x1/2""x3/8""",B121238T,,,,,,,,,,,$1.13 ,,,,,,,,,,,,,1/2 X 1/2 X 3/8 BLACK TEE
$1.78 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1/2""x1/2""x1/4""",B121214T,,,,,,,,,,,$1.78 ,,,,,,,,,,,,,1/2 X 1/2 X 1/4 BLACK TEE
$1.95 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""x3/4""x1""",B34341T,,,,,,,,,,,$1.95 ,,,,,,,,,,,,,3/4 X 3/4 X 1 BLACK TEE
$1.38 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""x3/4""x1/2""",B343412T,,,,,,,,,,,$1.38 ,,,,,,,,,,,,,3/4 X 3/4 X 1/2 BLACK TEE
$1.56 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""x3/4""x3/8""",B343438T,,,,,,,,,,,$1.56 ,,,,,,,,,,,,,3/4 X 3/4 X 3/8 BLACK TEE
$1.37 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""x3/4""x1/4""",B343414T,,,,,,,,,,,$1.37 ,,,,,,,,,,,,,3/4 X 3/4 X 1/4 BLACK TEE
$3.32 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""x1/2""x1""",B34121T,,,,,,,,,,,$3.32 ,,,,,,,,,,,,,3/4 X 1/2 X 1 BLACK TEE
$1.36 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""x1/2""x3/4""",B341234T,,,,,,,,,,,$1.36 ,,,,,,,,,,,,,3/4 X 1/2 X 3/4 BLACK TEE
$1.39 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"3/4""x1/2""x1/2""",B341212,,,,,,,,,,,$1.39 ,,,,,,,,,,,,,3/4 X 1/2 X 1/2 BLACK TEE
$4.41 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1""x1-1/2""",B11112T,,,,,,,,,,,$4.41 ,,,,,,,,,,,,,1 X 1 X 1 1/2 BLACK TEE
$3.10 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1""x1-1/4""",B11114T,,,,,,,,,,,$3.10 ,,,,,,,,,,,,,1 X 1 X 1 1/4 BLACK TEE
$2.93 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1""x3/4""",B1134T,,,,,,,,,,,$2.93 ,,,,,,,,,,,,,1 X 1 X 3/4 BLACK TEE
$2.93 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1""x1/2""",B1112T,,,,,,,,,,,$2.93 ,,,,,,,,,,,,,1 X 1 X 1/2 BLACK TEE
$2.39 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1""x3/8""",B1138T,,,,,,,,,,,$2.39 ,,,,,,,,,,,,,1 X 1 X 3/8 BLACK TEE
$1.96 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1""x1/4""",B1114T,,,,,,,,,,,$1.96 ,,,,,,,,,,,,,1 X 1 X 1/4 BLACK TEE
$2.11 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x3/4""x1""",B1341T,,,,,,,,,,,$2.11 ,,,,,,,,,,,,,1 X 3/4 X 1 BLACK TEE
$3.08 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x3/4""x3/4""",B13434T,,,,,,,,,,,$3.08 ,,,,,,,,,,,,,1 X 3/4 X 3/4 BLACK TEE
$2.08 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x3/4""x1/2""",B13412T,,,,,,,,,,,$2.08 ,,,,,,,,,,,,,1 X 3/4 X 1/2 BLACK TEE
$3.33 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1/2""x1""",B1121T,,,,,,,,,,,$3.33 ,,,,,,,,,,,,,1 X 1/2 X 1 BLACK TEE
$2.06 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1/2""x3/4""",B11234T,,,,,,,,,,,$2.06 ,,,,,,,,,,,,,1 X 1/2 X 3/4 BLACK TEE
$2.15 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1""x1/2""x1/2""",B11212T,,,,,,,,,,,$2.15 ,,,,,,,,,,,,,1 X 1/2 X 1/2 BLACK TEE
$3.78 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1-1/4""x1-1/2""",B114114112T,,,,,,,,,,,$3.78 ,,,,,,,,,,,,,1 1/4 X 1 1/4 X 1 1/2 BLACK TEE
$4.64 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1-1/4""x1""",B1141141T,,,,,,,,,,,$4.64 ,,,,,,,,,,,,,1 1/4 X 1 1/4 X 1 BLACK TEE
$4.64 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1-1/4""x3/4""",B11411434T,,,,,,,,,,,$4.64 ,,,,,,,,,,,,,1 1/4 X 1 1/4 X 3/4 BLACK TEE
$3.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1-1/4""x1/2""",B11411412T,,,,,,,,,,,$3.24 ,,,,,,,,,,,,,1 1/4 X 1 1/4 X 1/2 BLACK TEE
$3.25 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1""x1/1-4""",B1141114T,,,,,,,,,,,$3.25 ,,,,,,,,,,,,,1 1/4 X 1 X 1 1/4 BLACK TEE
$3.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1""x1""",B11411T,,,,,,,,,,,$3.24 ,,,,,,,,,,,,,1 1/4 X 1 X 1 BLACK TEE
$3.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1""x3/4""",B114134T,,,,,,,,,,,$3.24 ,,,,,,,,,,,,,1 1/4 X 1 X 3/4 BLACK TEE
$3.27 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1""x1/2""",B114112T,,,,,,,,,,,$3.27 ,,,,,,,,,,,,,1 1/4 X 1 X 1/2 BLACK TEE
$3.25 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x3/4""x1-1/4""",B11434114T,,,,,,,,,,,$3.25 ,,,,,,,,,,,,,1 1/4 X 3/4 X 1 1/4 BLACK TEE
$3.26 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x3/4""x1""",B114341T,,,,,,,,,,,$3.26 ,,,,,,,,,,,,,1 1/4 X 3/4 X 1 BLACK TEE
$3.39 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x3/4""x3/4""",B1143434T,,,,,,,,,,,$3.39 ,,,,,,,,,,,,,1 1/4 X 3/4 X 3/4 BLACK TEE
$3.39 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x3/4""x1/2""",B1143412T,,,,,,,,,,,$3.39 ,,,,,,,,,,,,,1 1/4 X 3/4 X 1/2 BLACK TEE
$3.12 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1/2""x1-1/4""",B11412114T,,,,,,,,,,,$3.12 ,,,,,,,,,,,,,1 1/4 X 1/2 X 1 1/4 BLACK TEE
$3.05 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1/2""x1""",B114121T,,,,,,,,,,,$3.05 ,,,,,,,,,,,,,1 1/4 X 1/2 X 1 BLACK TEE
$3.02 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/4""x1/2""x3/4""",B1141234T,,,,,,,,,,,$3.02 ,,,,,,,,,,,,,1 1/4 X 1/2 X 3/4 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/2""x1-1/4""",B112112114T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1 1/2 X 1 1/4 BLACK TEE
$5.88 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/2""x1""",B1121121T,,,,,,,,,,,$5.88 ,,,,,,,,,,,,,1 1/2 X 1 1/2 X 1 BLACK TEE
$5.88 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/2""x3/4""",B11211234T,,,,,,,,,,,$5.88 ,,,,,,,,,,,,,1 1/2 X 1 1/2 X 3/4 BLACK TEE
$6.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/2""x1/2""",B11211212T,,,,,,,,,,,$6.20 ,,,,,,,,,,,,,1 1/2 X 1 1/2 X 1/2 BLACK TEE
$9.79 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/4""x1-1/2""",B112114112T,,,,,,,,,,,$9.79 ,,,,,,,,,,,,,1 1/2 X 1 1/4 X 1 1/2 BLACK TEE
$9.79 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1-4""x1-1/4""",B112114114T,,,,,,,,,,,$9.79 ,,,,,,,,,,,,,1 1/2 X 1 1/4 X 1 1/4 BLACK TEE
$6.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/4""x1""",B1121141T,,,,,,,,,,,$6.20 ,,,,,,,,,,,,,1 1/2 X 1 1/4 X 1 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/4""x3/4""",B11211434T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1 1/4 X 3/4 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1-1/4""x1/2""",B11211412T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1 1/4 X 1/2 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1""x1/2""",B112112T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1 X 1 1/2 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1/1-2""x1""x1-1/4""",B1121114T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1 X 1 1/4 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1""x1""",B11211T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1 X 1 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1""x3/4""",B1121434T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1 X 3/4 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x3/4""1-1/2""",B11234112T,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 3/4 X 1 1/2 BLACK TEE
$11.54 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x3/4""x1-1/4""",B11234114T,,,,,,,,,,,$11.54 ,,,,,,,,,,,,,1 1/2 X 3/4 X 1 1/4 BLACK TEE
$11.54 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x3/4""x3/4""",B1123434T,,,,,,,,,,,$11.54 ,,,,,,,,,,,,,1 1/2 X 3/4 X 3/4 BLACK TEE
$11.54 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x3/4""x1/2""",B1123412T,,,,,,,,,,,$11.54 ,,,,,,,,,,,,,1 1/2 X 3/4 X 1/2 BLACK TEE
$7.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"1-1/2""x1/2""x1-1/2""",B11212112,,,,,,,,,,,$7.24 ,,,,,,,,,,,,,1 1/2 X 1/2 X 1 1/2 BLACK TEE
$9.72 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x2""x1-1/2""",B22112T,,,,,,,,,,,$9.72 ,,,,,,,,,,,,,2 X 2 X 1 1/2 BLACK TEE
$9.72 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x2""x1-1/4""",B22114T,,,,,,,,,,,$9.72 ,,,,,,,,,,,,,2 X 2 X 1 1/4 BLACK TEE
$9.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x2""x1""",B221T,,,,,,,,,,,$9.20 ,,,,,,,,,,,,,2 X 2 X 1 BLACK TEE
$9.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x2""x3/4""",B2234T,,,,,,,,,,,$9.20 ,,,,,,,,,,,,,2 X 2 X 3/4 BLACK TEE
$9.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x2""x1/2""",B2212T,,,,,,,,,,,$9.20 ,,,,,,,,,,,,,2 X 2 X 1/2 BLACK TEE
$11.30 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/2""x2""",B21122T,,,,,,,,,,,$11.30 ,,,,,,,,,,,,,2 X 1 1/2 X 2 BLACK TEE
$11.08 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/2""x1-1/2""",B2112112T,,,,,,,,,,,$11.08 ,,,,,,,,,,,,,2 X 1 1/2 X 1 1/2 BLACK TEE
$11.30 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/2""x1-1/4""",B2112114T,,,,,,,,,,,$11.30 ,,,,,,,,,,,,,2 X 1 1/2 X 1 1/4 BLACK TEE
$11.08 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/2""x1""",B21121T,,,,,,,,,,,$11.08 ,,,,,,,,,,,,,2 X 1 1/2 X 1 BLACK TEE
$11.99 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/2""x3/4""",B211234T,,,,,,,,,,,$11.99 ,,,,,,,,,,,,,2 X 1 1/2 X 3/4 BLACK TEE
$11.76 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/4""x2""",B21142T,,,,,,,,,,,$11.76 ,,,,,,,,,,,,,2 X 1 1/4 X 2 BLACK TEE
$12.39 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/4""x1-1/2""",B2114112T,,,,,,,,,,,$12.39 ,,,,,,,,,,,,,2 X 1 1/4 X 1 1/2 BLACK TEE
$11.27 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1-1/4""x1-1/4""",B2114114T,,,,,,,,,,,$11.27 ,,,,,,,,,,,,,2 X 1 1/4 X 1 1/4 BLACK TEE
$11.30 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1""x2""",B212T,,,,,,,,,,,$11.30 ,,,,,,,,,,,,,2 X 1 X 2 BLACK TEE
$11.30 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1""x1""",B221T,,,,,,,,,,,$11.30 ,,,,,,,,,,,,,2 X 1 X 1 BLACK TEE
$11.08 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x3/4""x2""",B2342T,,,,,,,,,,,$11.08 ,,,,,,,,,,,,,2 X 3/4 X 2 BLACK TEE
$11.30 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK TEE,"2""x1/2""x2""",B2122T,,,,,,,,,,,$11.30 ,,,,,,,,,,,,,2 X 1/2 X 2 BLACK TEE
$0.74 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK PLUG,"1/2""",B12PLUG,,,,,,,,,,,$0.74 ,,,,,,,,,,,,,1/2 BLACK PLUG
$0.74 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK PLUG,"3/4""",B34PLUG,,,,,,,,,,,$0.74 ,,,,,,,,,,,,,3/4 BLACK PLUG
$0.93 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK PLUG,"1""",B1PLUG,,,,,,,,,,,$0.93 ,,,,,,,,,,,,,1 BLACK PLUG
$1.17 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK PLUG,"1-1/4""",B114PLUG,,,,,,,,,,,$1.17 ,,,,,,,,,,,,,1 1/4 BLACK PLUG
$1.62 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK PLUG,"1-1/2""",B112PLUG,,,,,,,,,,,$1.62 ,,,,,,,,,,,,,1 1/2 BLACK PLUG
$2.32 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK PLUG,"2""",B2PLUG,,,,,,,,,,,$2.32 ,,,,,,,,,,,,,2 BLACK PLUG
$3.83 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CROSS,"1/2""",B12X,,,,,,,,,,,$3.83 ,,,,,,,,,,,,,1/2 BLACK CROSS
$4.67 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CROSS,"3/4""",B34X,,,,,,,,,,,$4.67 ,,,,,,,,,,,,,3/4 BLACK CROSS
$5.74 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CROSS,"1""",B1X,,,,,,,,,,,$5.74 ,,,,,,,,,,,,,1 BLACK CROSS
$9.32 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CROSS,"1-1/4""",B114X,,,,,,,,,,,$9.32 ,,,,,,,,,,,,,1 1/4 BLACK CROSS
$11.54 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CROSS,"1-1/2""",B112X,,,,,,,,,,,$11.54 ,,,,,,,,,,,,,1 1/2 BLACK CROSS
$19.12 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CROSS,"2""",B2X,,,,,,,,,,,$19.12 ,,,,,,,,,,,,,2 BLACK CROSS
$0.48 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CAP,"1/2""",B12CAP,,,,,,,,,,,$0.48 ,,,,,,,,,,,,,1/2 BLACK CAP
$0.59 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CAP,"3/4""",B34CAP,,,,,,,,,,,$0.59 ,,,,,,,,,,,,,3/4 BLACK CAP
$0.80 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CAP,"1""",B1CAP,,,,,,,,,,,$0.80 ,,,,,,,,,,,,,1 BLACK CAP
$1.72 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CAP,"1-1/4""",B114CAP,,,,,,,,,,,$1.72 ,,,,,,,,,,,,,1 1/4 BLACK CAP
$2.34 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CAP,"1-1/2""",B112CAP,,,,,,,,,,,$2.34 ,,,,,,,,,,,,,1 1/2 BLACK CAP
$3.06 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK CAP,"2""",B2CAP,,,,,,,,,,,$3.06 ,,,,,,,,,,,,,2 BLACK CAP
$2.93 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK FLOOR FLANGE,"1/2""",B12FF,,,,,,,,,,,$2.93 ,,,,,,,,,,,,,1/2 BLACK FLOOR FLANGE
$3.15 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK FLOOR FLANGE,"3/4""",B34FF,,,,,,,,,,,$3.15 ,,,,,,,,,,,,,3/4 BLACK FLOOR FLANGE
$4.10 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK FLOOR FLANGE,"1""",B1FF,,,,,,,,,,,$4.10 ,,,,,,,,,,,,,1 BLACK FLOOR FLANGE
$4.38 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK FLOOR FLANGE,"1-1/4""",B114FF,,,,,,,,,,,$4.38 ,,,,,,,,,,,,,1 1/4 BLACK FLOOR FLANGE
$4.77 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK FLOOR FLANGE,"1-1/2""",B112FF,,,,,,,,,,,$4.77 ,,,,,,,,,,,,,1 1/2 BLACK FLOOR FLANGE
$6.23 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK FLOOR FLANGE,"2""",B2FF,,,,,,,,,,,$6.23 ,,,,,,,,,,,,,2 BLACK FLOOR FLANGE
