Best Price,Best House,Make,Model,Detail,Size(s),Part ID,National,Spec Make,Texas Plumbing Supply,Spec Make,Ferguson,Spec Make,Reece,Spec Make,Winston Water Cooler,Spec Make,Texas Wholesale,Spec Make,PlumbingSupply.com,Spec Make,Moore Supply,Spec Make,Hughes Supply,Spec Make,Bruh,Winsupply,Spec Make,Other,Column 1,HIDDEN COLUMN FOR TWP CODES
$1.21 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK LOCK-NUT,"1/2""",B12NUT,,,,,,,,,,,$1.21 ,,,,,,,,,,,,,1/2 BLACK LOCK-NUT
$1.34 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK LOCK-NUT,"3/4""",B34NUT,,,,,,,,,,,$1.34 ,,,,,,,,,,,,,3/4 BLACK LOCK-NUT
$2.21 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK LOCK-NUT,"1""",B1NUT,,,,,,,,,,,$2.21 ,,,,,,,,,,,,,1 BLACK LOCK-NUT
$1.83 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK LOCK-NUT,"1-1/4""",B114NUT,,,,,,,,,,,$1.83 ,,,,,,,,,,,,,1 1/4 BLACK LOCK-NUT
$2.94 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK LOCK-NUT,"1-1/2""",B112NUT,,,,,,,,,,,$2.94 ,,,,,,,,,,,,,1 1/2 BLACK LOCK-NUT
$4.87 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK LOCK-NUT,"2""",B2NUT,,,,,,,,,,,$4.87 ,,,,,,,,,,,,,2 BLACK LOCK-NUT
$0.31 ,Texas Wholesale,BMI,Black Iron Nipple,"1/2 X CLOSE(1 1/8"") BLACK NIPPLE","1/2""XCLOSE",BN12CLOSE,,,,,,,,,,,$0.31 ,,,,,,,,,,,,,"INVERTED MARKING PAINT, ANY COLOR"
$0.32 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 1 1/2 BLACK NIPPLE,"1/2""X1-1/2""",BN12112,,,,,,,,,,,$0.32 ,,,,,,,,,,,,,"2"" X 60 YARDS DUCT TAPE (24) ROLLS/CASE BLACK"
$0.32 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 2 BLACK NIPPLE,"1/2""X2""",BN12112,,,,,,,,,,,$0.32 ,,,,,,,,,,,,,QUART REGULAR BODY CEMENT CLEAR
$0.38 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 2 1/2 BLACK NIPPLE,"1/2""X2-1/2""",BN12212,,,,,,,,,,,$0.38 ,,,,,,,,,,,,,QUART PURPLE PRIMER
$0.39 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 3 BLACK NIPPLE,"1/2""X3""",BN123,,,,,,,,,,,$0.39 ,,,,,,,,,,,,,20 OZ. EXPANDING SPRAY FOAM
$0.47 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 3 1/2 BLACK NIPPLE,"1/2""X3-1/2""",BN12312,,,,,,,,,,,$0.47 ,,,,,,,,,,,,,
$0.47 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 4 BLACK NIPPLE,"1/2""X4""",BN124,,,,,,,,,,,$0.47 ,,,,,,,,,,,,,1.28 GPF HET ALL-IN-ONE ELONGATED COMFORT HEIGHT TOILET WITH PLASTIC SEAT
$0.54 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 4 1/2 BLACK NIPPLE,"1/2""X4-1/2""",BN12412,,,,,,,,,,,$0.54 ,,,,,,,,,,,,,ELECTRIC 40 GALLON TALL WATER HEATER
$0.59 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 5 BLACK NIPPLE,"1/2""X5""",BN125,,,,,,,,,,,$0.59 ,,,,,,,,,,,,,ELECTRIC 50 GALLON TALL WATER HEATER
$0.61 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 5 1/2 BLACK NIPPLE,"1/2""X5-1/2""",BN12512,,,,,,,,,,,$0.61 ,,,,,,,,,,,,,NATURAL GAS 40 GALLON WATER HEATER
$0.65 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 6 BLACK NIPPLE,"1/2""X6""",BN126,,,,,,,,,,,$0.65 ,,,,,,,,,,,,,NATURAL GAS 50 GALLON WATER HEATER
$2.06 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 7 BLACK NIPPLE,"1/2""X7""",BN127,,,,,,,,,,,$2.06 ,,,,,,,,,,,,,
$2.06 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 8 BLACK NIPPLE,"1/2""X8""",BN128,,,,,,,,,,,$2.06 ,,,,,,,,,,,,,"5/8"" COMP X 3/8"" COMP 1/4 TURN ANGLE STOP"
$2.48 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 9 BLACK NIPPLE,"1/2""X9""",BN129,,,,,,,,,,,$2.48 ,,,,,,,,,,,,,"1/2"" PEX X 3/8"" COMP 1/4 TURN ANGLE STOP"
$2.48 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 10 BLACK NIPPLE,"1/2""X10""",BN1210,,,,,,,,,,,$2.48 ,,,,,,,,,,,,,"1/2"" PEX X 3/8"" COMP 1/4 TURN STRAIGHT STOP"
$2.92 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 10 1/2 BLACK NIPPLE,"1/2""X10-1/2""",BN121012,,,,,,,,,,,$2.92 ,,,,,,,,,,,,,"12"" SS BRAIDED 3/8 COMP X 7/8 BC PLASTIC NUT TOILET SUPPLY LEAD FREE"
$2.95 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 11 BLACK NIPPLE,"1/2""X11""",BN1211,,,,,,,,,,,$2.95 ,,,,,,,,,,,,,"20"" SS BRAIDED 1/2"" IPS X 3/8 COMP FAUCET SUPPLY LEAD FREE"
$2.95 ,Texas Wholesale,BMI,Black Iron Nipple,1/2 X 12 BLACK NIPPLE,"1/2""X12""",BN1212,,,,,,,,,,,$2.95 ,,,,,,,,,,,,,"3/4"" FIP X 3/4"" FIP STAINLESS STEEL WATER HEATER CONNECTOR 18"""
$0.36 ,Texas Wholesale,BMI,Black Iron Nipple,"3/4 X CLOSE(1 3/8"") BLACK NIPPLE","3/4""XCLOSE",BN34CLOSE,,,,,,,,,,,$0.36 ,,,,,,,,,,,,,"3/4"" FIP X 3/4"" PEX STAINLESS STEEL WATER HEATER CONNECTOR 18"""
$0.39 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 1 1/2 BLACK NIPPLE,"3/4""X1-1/2""",BN34112,,,,,,,,,,,$0.39 ,,,,,,,,,,,,,"1/2"" GAS BALL VALVE W/ YELLOW HANDLE"
$0.39 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 2 BLACK NIPPLE,"3/4""X2""",BN342,,,,,,,,,,,$0.39 ,,,,,,,,,,,,,"3/4"" GAS BALL VALVE W/ YELLOW HANDLE"
$0.45 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 2 1/2 BLACK NIPPLE,"3/4""X2-1/2""",BN34212,,,,,,,,,,,$0.45 ,,,,,,,,,,,,,"1/2"" MIP X 1/2"" MIP X 24"" GAS FLEX 5/8"" OD"
$0.47 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 3 BLACK NIPPLE,"3/4""X3""",BN343,,,,,,,,,,,$0.47 ,,,,,,,,,,,,,"3/4 FIP X 3/4 MIP X 24"" YELLOW COATED GAS FLEX 1"" OD"
$0.57 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 3 1/2 BLACK NIPPLE,"3/4""X3-1/2""",BN34312,,,,,,,,,,,$0.57 ,,,,,,,,,,,,,
$0.60 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 4 BLACK NIPPLE,"3/4""X4""",BN344,,,,,,,,,,,$0.60 ,,,,,,,,,,,,,"1/2"" STAINLESS STEEL PRESS PEX SLEEVE"
$0.71 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 4 1/2 BLACK NIPPLE,"3/4""X4-1/2""",BN34412,,,,,,,,,,,$0.71 ,,,,,,,,,,,,,"3/4"" STAINLESS STEEL PRESS PEX SLEEVE"
$0.72 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 5 BLACK NIPPLE,"3/4""X5""",BN345,,,,,,,,,,,$0.72 ,,,,,,,,,,,,,"1"" STAINLESS STEEL PRESS PEX SLEEVE"
$0.83 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 5 1/2 BLACK NIPPLE,"3/4""X5-1/2""",BN34512,,,,,,,,,,,$0.83 ,,,,,,,,,,,,,
$0.83 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 6 BLACK NIPPLE,"3/4""X6""",BN346,,,,,,,,,,,$0.83 ,,,,,,,,,,,,,"3/4"" X 100' TRACPIPE COUNTERSTRIKE CSST"
$2.53 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 7 BLACK NIPPLE,"3/4""X7""",BN347,,,,,,,,,,,$2.53 ,,,,,,,,,,,,,"1"" X 100' TRACPIPE COUNTERSTRIKE CSST"
$2.53 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 8 BLACK NIPPLE,"3/4""X8""",BN348,,,,,,,,,,,$2.53 ,,,,,,,,,,,,,"3/4"" NG REGULATOR 2PSI"
$2.94 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 9 BLACK NIPPLE,"3/4""X9""",BN349,,,,,,,,,,,$2.94 ,,,,,,,,,,,,,"1"" NG REGULATOR 2PSI"
$2.94 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 10 BLACK NIPPLE,"3/4""X10""",BN3410,,,,,,,,,,,$2.94 ,,,,,,,,,,,,,
$3.25 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 11 BLACK NIPPLE,"3/4""X11""",BN3411,,,,,,,,,,,$3.25 ,,,,,,,,,,,,,
$3.25 ,Texas Wholesale,BMI,Black Iron Nipple,3/4 X 12 BLACK NIPPLE,"3/4""X12""",BN3412,,,,,,,,,,,$3.25 ,,,,,,,,,,,,,
$0.53 ,Texas Wholesale,BMI,Black Iron Nipple,"1 X CLOSE(1 1/2"") BLACK NIPPLE","1""XCLOSE",BN1CLOSE,,,,,,,,,,,$0.53 ,,,,,,,,,,,,,
$0.60 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 2 BLACK NIPPLE,"1""X2:",BN12,,,,,,,,,,,$0.60 ,,,,,,,,,,,,,
$0.62 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 2 1/2 BLACK NIPPLE,"1""X2-1/2""",BN1212,,,,,,,,,,,$0.62 ,,,,,,,,,,,,,
$0.68 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 3 BLACK NIPPLE,"1""X3""",BN13,,,,,,,,,,,$0.68 ,,,,,,,,,,,,,
$0.79 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 3 1/2 BLACK NIPPLE,"1""X3-1/2""",BN1312,,,,,,,,,,,$0.79 ,,,,,,,,,,,,,
$0.97 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 4 BLACK NIPPLE,"1""X4""",BN14,,,,,,,,,,,$0.97 ,,,,,,,,,,,,,
$0.95 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 4 1/2 BLACK NIPPLE,"1""X4-1/2""",BN1412,,,,,,,,,,,$0.95 ,,,,,,,,,,,,,
$1.00 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 5 BLACK NIPPLE,"1""X5""",BN15,,,,,,,,,,,$1.00 ,,,,,,,,,,,,,
$1.15 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 5 1/2 BLACK NIPPLE,"1""X5-1/2""",BN1512,,,,,,,,,,,$1.15 ,,,,,,,,,,,,,
$1.16 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 6 BLACK NIPPLE,"1""X6""",BN16,,,,,,,,,,,$1.16 ,,,,,,,,,,,,,
$2.95 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 6 1/2 BLACK NIPPLE,"1""X6-1/2""",BN1612,,,,,,,,,,,$2.95 ,,,,,,,,,,,,,
$3.37 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 7 BLACK NIPPLE,"1""X7""",BN17,,,,,,,,,,,$3.37 ,,,,,,,,,,,,,
$3.37 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 7 1/2 BLACK NIPPLE,"1""X7-1/2""",BN1712,,,,,,,,,,,$3.37 ,,,,,,,,,,,,,
$3.37 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 8 BLACK NIPPLE,"1""X8""",BN18,,,,,,,,,,,$3.37 ,,,,,,,,,,,,,
$3.95 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 9 BLACK NIPPLE,"1""X9""",BN19,,,,,,,,,,,$3.95 ,,,,,,,,,,,,,
$3.95 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 10 BLACK NIPPLE,"1""X10""",BN110,,,,,,,,,,,$3.95 ,,,,,,,,,,,,,
$4.53 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 11 BLACK NIPPLE,"1""X11""",BN111,,,,,,,,,,,$4.53 ,,,,,,,,,,,,,
$4.53 ,Texas Wholesale,BMI,Black Iron Nipple,1 X 12 BLACK NIPPLE,"1""X12""",BN112,,,,,,,,,,,$4.53 ,,,,,,,,,,,,,
$0.67 ,Texas Wholesale,BMI,Black Iron Nipple,"1 1/4 X CLOSE(1 5/8"") BLACK NIPPLE","1-1/4""XCLOSE",BN114CLOSE,,,,,,,,,,,$0.67 ,,,,,,,,,,,,,
$0.78 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 2 BLACK NIPPLE,"1-1/4""X2:",BN1142,,,,,,,,,,,$0.78 ,,,,,,,,,,,,,
$0.81 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 2 1/2 BLACK NIPPLE,"1-1/4""X2-1/2""",BN114212,,,,,,,,,,,$0.81 ,,,,,,,,,,,,,
$0.85 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 3 BLACK NIPPLE,"1-1/4""X3""",BN1143,,,,,,,,,,,$0.85 ,,,,,,,,,,,,,
$0.98 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 3 1/2 BLACK NIPPLE,"1-1/4""X3-1/2""",BN114312,,,,,,,,,,,$0.98 ,,,,,,,,,,,,,
$1.00 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 4 BLACK NIPPLE,"1-1/4""X4""",BN1144,,,,,,,,,,,$1.00 ,,,,,,,,,,,,,
$1.18 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 4 1/2 BLACK NIPPLE,"1-1/4""X4-1/2""",BN114412,,,,,,,,,,,$1.18 ,,,,,,,,,,,,,
$1.25 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 5 BLACK NIPPLE,"1-1/4""X5""",BN1145,,,,,,,,,,,$1.25 ,,,,,,,,,,,,,
$1.45 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 5 1/2 BLACK NIPPLE,"1-1/4""X5-1/2""",BN114512,,,,,,,,,,,$1.45 ,,,,,,,,,,,,,
$1.46 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 6 BLACK NIPPLE,"1-1/4""X6""",BN1146,,,,,,,,,,,$1.46 ,,,,,,,,,,,,,
$4.24 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 7 BLACK NIPPLE,"1-1/4""X7""",BN1147,,,,,,,,,,,$4.24 ,,,,,,,,,,,,,
$4.24 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 8 BLACK NIPPLE,"1-1/4""X8""",BN1148,,,,,,,,,,,$4.24 ,,,,,,,,,,,,,
$5.09 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 9 BLACK NIPPLE,"1-1/4""X9""",BN1149,,,,,,,,,,,$5.09 ,,,,,,,,,,,,,
$5.09 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 10 BLACK NIPPLE,"1-1/4""X10""",BN11410,,,,,,,,,,,$5.09 ,,,,,,,,,,,,,
$5.76 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 11 BLACK NIPPLE,"1-1/4""X11""",BN11411,,,,,,,,,,,$5.76 ,,,,,,,,,,,,,
$5.76 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/4 X 12 BLACK NIPPLE,"1-1/4""X12""",BN11412,,,,,,,,,,,$5.76 ,,,,,,,,,,,,,
$1.62 ,Texas Wholesale,BMI,Black Iron Nipple,"1 1/2 X CLOSE(1 3/4"") BLACK NIPPLE","1-1/2""XCLOSE",BN112CLOSE,,,,,,,,,,,$1.62 ,,,,,,,,,,,,,
$1.75 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 2 BLACK NIPPLE,"1-1/2""X2""",BN1122,,,,,,,,,,,$1.75 ,,,,,,,,,,,,,
$1.95 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 2 1/2 BLACK NIPPLE,"1-1/2""X2-1/2""",BN112212,,,,,,,,,,,$1.95 ,,,,,,,,,,,,,
$1.95 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 3 BLACK NIPPLE,"1-1/2""X3""",BN1123,,,,,,,,,,,$1.95 ,,,,,,,,,,,,,
$2.19 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 3 1/2 BLACK NIPPLE,"1-1/2""X3-1/2""",BN112312,,,,,,,,,,,$2.19 ,,,,,,,,,,,,,
$2.19 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 4 BLACK NIPPLE,"1-1/2""X4""",BN1124,,,,,,,,,,,$2.19 ,,,,,,,,,,,,,
$2.67 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 4 1/2 BLACK NIPPLE,"1-1/2""X4-1/2""",BN112412,,,,,,,,,,,$2.67 ,,,,,,,,,,,,,
$2.67 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 5 BLACK NIPPLE,"1-1/2""X5""",BN1125,,,,,,,,,,,$2.67 ,,,,,,,,,,,,,
$3.06 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 5 1/2 BLACK NIPPLE,"1-1/2""X5-1/2""",BN112512,,,,,,,,,,,$3.06 ,,,,,,,,,,,,,
$3.06 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 6 BLACK NIPPLE,"1-1/2""X6""",BN1126,,,,,,,,,,,$3.06 ,,,,,,,,,,,,,
$4.86 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 7 BLACK NIPPLE,"1-1/2""X7""",BN1127,,,,,,,,,,,$4.86 ,,,,,,,,,,,,,
$4.86 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 8 BLACK NIPPLE,"1-1/2""X8""",BN1128,,,,,,,,,,,$4.86 ,,,,,,,,,,,,,
$5.68 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 9 BLACK NIPPLE,"1-1/2""X9""",BN1129,,,,,,,,,,,$5.68 ,,,,,,,,,,,,,
$5.68 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 10 BLACK NIPPLE,"1-1/2""X10""",BN11210,,,,,,,,,,,$5.68 ,,,,,,,,,,,,,
$6.55 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 11 BLACK NIPPLE,"1-1/2""X11""",BN11211,,,,,,,,,,,$6.55 ,,,,,,,,,,,,,
$6.55 ,Texas Wholesale,BMI,Black Iron Nipple,1 1/2 X 12 BLACK NIPPLE,"1-1/2""X12""",BN11212,,,,,,,,,,,$6.55 ,,,,,,,,,,,,,
$2.20 ,Texas Wholesale,BMI,Black Iron Nipple,"2 X CLOSE(2"") BLACK NIPPLE","2""XCLOSE",BN2CLOSE,,,,,,,,,,,$2.20 ,,,,,,,,,,,,,
$2.53 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 2 1/2 BLACK NIPPLE,"2""X2-1/2""",BN2212,,,,,,,,,,,$2.53 ,,,,,,,,,,,,,
$2.53 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 3 BLACK NIPPLE,"2""X3""",BN23,,,,,,,,,,,$2.53 ,,,,,,,,,,,,,
$3.06 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 3 1/2 BLACK NIPPLE,"2""X3-1/2""",BN2312,,,,,,,,,,,$3.06 ,,,,,,,,,,,,,
$3.06 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 4 BLACK NIPPLE,"2""X4""",BN24,,,,,,,,,,,$3.06 ,,,,,,,,,,,,,
$3.52 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 4 1/2 BLACK NIPPLE,"2""X4-1/2""",BN2412,,,,,,,,,,,$3.52 ,,,,,,,,,,,,,
$3.52 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 5 BLACK NIPPLE,"2""X5""",BN25,,,,,,,,,,,$3.52 ,,,,,,,,,,,,,
$4.12 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 5 1/2 BLACK NIPPLE,"2""X5-1/2""",BN2512,,,,,,,,,,,$4.12 ,,,,,,,,,,,,,
$4.12 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 6 BLACK NIPPLE,"2""X6""",BN26,,,,,,,,,,,$4.12 ,,,,,,,,,,,,,
$6.92 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 7 BLACK NIPPLE,"2""X7""",BN27,,,,,,,,,,,$6.92 ,,,,,,,,,,,,,
$6.92 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 8 BLACK NIPPLE,"2""X8""",BN28,,,,,,,,,,,$6.92 ,,,,,,,,,,,,,
$8.12 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 9 BLACK NIPPLE,"2""X9""",BN29,,,,,,,,,,,$8.12 ,,,,,,,,,,,,,
$8.12 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 10 BLACK NIPPLE,"2""X10""",BN210,,,,,,,,,,,$8.12 ,,,,,,,,,,,,,
$9.36 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 11 BLACK NIPPLE,"2""X11""",BN211,,,,,,,,,,,$9.36 ,,,,,,,,,,,,,
$9.36 ,Texas Wholesale,BMI,Black Iron Nipple,2 X 12 BLACK NIPPLE,"2""X12""",BN212,,,,,,,,,,,$9.36 ,,,,,,,,,,,,,
$0.00 ,#N/A,,Foam-Core PVC Pipe,20' PVC-DWV FOAM CORE PIPE PLAIN END,"1-1/2""",PVCFC112X20PE,,,,,,,,,,,,,,,,,,,,,,,,
$0.00 ,#N/A,,Foam-Core PVC Pipe,20' PVC-DWV FOAM CORE PIPE PLAIN END,"2""",PVCFC2X20PE,,,,,,,,,,,,,,,,,,,,,,,,
$0.00 ,#N/A,,Foam-Core PVC Pipe,20' PVC-DWV FOAM CORE PIPE PLAIN END,"3""",PVCFC3X20PE,,,,,,,,,,,,,,,,,,,,,,,,
$0.00 ,#N/A,,Foam-Core PVC Pipe,20' PVC-DWV FOAM CORE PIPE PLAIN END,"4""",PVCFC4X20PE,,,,,,,,,,,,,,,,,,,,,,,,
$0.00 ,#N/A,,Solid-Core PVC Pipe,20' PVC-DWV SOLID CORE PIPE PLAIN END,,,,,,,,,,,,,,,,,,,,,,,,,,
$0.00 ,#N/A,,Solid-Core PVC Pipe,20' PVC-DWV SOLID CORE PIPE PLAIN END,,,,,,,,,,,,,,,,,,,,,,,,,,
$0.00 ,#N/A,,Solid-Core PVC Pipe,20' PVC-DWV SOLID CORE PIPE PLAIN END,,,,,,,,,,,,,,,,,,,,,,,,,,
$0.00 ,#N/A,,Solid-Core PVC Pipe,20' PVC-DWV SOLID CORE PIPE PLAIN END,,,,,,,,,,,,,,,,,,,,,,,,,,